+-------------+---------------+----------+------+----+
| first_name  |   last_name   |  salary  | year | HR |
| Tippy       | Martinez      | 487078   | 1986 | 0  |
| Tippy       | Martinez      | 440000   | 1985 | 0  |
| Tino        | Martinez      | 6300000  | 2001 | 34 |
| Tino        | Martinez      | 4800000  | 2000 | 16 |
| Tino        | Martinez      | 4300000  | 1999 | 28 |
| Tino        | Martinez      | 4300000  | 1998 | 28 |
| Tino        | Martinez      | 4400000  | 1997 | 44 |
| Tino        | Martinez      | 2300000  | 1996 | 25 |
| Tino        | Martinez      | 1025000  | 1995 | 31 |
| Tino        | Martinez      | 500000   | 1994 | 20 |
| Tino        | Martinez      | 287500   | 1993 | 17 |
| Tino        | Martinez      | 132500   | 1992 | 16 |
| Tom         | Martin        | 225000   | 2000 | 0  |
| Tom         | Martin        | 225000   | 1999 | 0  |
| Tom         | Martin        | 190000   | 1998 | 0  |
| Tom         | Martin        | 150000   | 1997 | 0  |
| John        | Marzano       | 300000   | 1998 | 4  |
| John        | Marzano       | 250000   | 1997 | 1  |
| John        | Marzano       | 175000   | 1996 | 0  |
| John        | Marzano       | 350000   | 1992 | 0  |
| John        | Marzano       | 105000   | 1991 | 0  |
| John        | Marzano       | 125000   | 1990 | 0  |
| John        | Marzano       | 77000    | 1988 | 0  |
| Onan        | Masaoka       | 230000   | 2000 | 0  |
| Onan        | Masaoka       | 200000   | 1999 | 0  |
| Damon       | Mashore       | 210000   | 1998 | 2  |
| Damon       | Mashore       | 154000   | 1997 | 3  |
| Damon       | Mashore       | 109000   | 1996 | 3  |
| Mike        | Mason         | 280000   | 1987 | 0  |
| Mike        | Mason         | 280000   | 1987 | 0  |
| Roger       | Mason         | 500000   | 1994 | 0  |
| Roger       | Mason         | 500000   | 1994 | 0  |
| Roger       | Mason         | 300000   | 1993 | 0  |
| Roger       | Mason         | 300000   | 1993 | 0  |
| Roger       | Mason         | 225000   | 1992 | 0  |
| Roger       | Mason         | 71500    | 1986 | 0  |
| Dan         | Masteller     | 109000   | 1995 | 3  |
| Ruben       | Mateo         | 300000   | 2001 | 1  |
| Ruben       | Mateo         | 230000   | 2000 | 7  |
| Ruben       | Mateo         | 200000   | 1999 | 5  |
| Greg        | Mathews       | 145000   | 1992 | 0  |
| Greg        | Mathews       | 125000   | 1990 | 0  |
| Greg        | Mathews       | 125000   | 1988 | 0  |
| Greg        | Mathews       | 100000   | 1987 | 0  |
| Greg        | Mathews       | 60000    | 1986 | 0  |
| Mike        | Matheny       | 900000   | 2001 | 7  |
| Mike        | Matheny       | 750000   | 2000 | 6  |
| Mike        | Matheny       | 600000   | 1999 | 3  |
| Mike        | Matheny       | 800000   | 1998 | 6  |
| Mike        | Matheny       | 210000   | 1997 | 4  |
| Mike        | Matheny       | 150000   | 1996 | 8  |
| Mike        | Matheny       | 110000   | 1995 | 0  |
| Mike        | Matheny       | 109000   | 1994 | 1  |
| Terry       | Mathews       | 865000   | 1998 | 0  |
| Terry       | Mathews       | 685000   | 1997 | 0  |
| Terry       | Mathews       | 292500   | 1996 | 0  |
| Terry       | Mathews       | 292500   | 1996 | 0  |
| Terry       | Mathews       | 134000   | 1995 | 0  |
| Terry       | Mathews       | 118000   | 1994 | 0  |
| Terry       | Mathews       | 125000   | 1992 | 0  |
| T. J.       | Mathews       | 1900000  | 2001 | 0  |
| T. J.       | Mathews       | 1900000  | 2001 | 0  |
| T. J.       | Mathews       | 1225000  | 2000 | 0  |
| T. J.       | Mathews       | 750000   | 1999 | 0  |
| T. J.       | Mathews       | 315000   | 1998 | 0  |
| T. J.       | Mathews       | 240000   | 1997 | 0  |
| T. J.       | Mathews       | 240000   | 1997 | 0  |
| T. J.       | Mathews       | 130000   | 1996 | 0  |
| T. J.       | Mathews       | 109000   | 1995 | 0  |
| Luis        | Matos         | 226000   | 2001 | 4  |
| Gary        | Matthews      | 850000   | 1986 | 21 |
| Gary        | Matthews      | 600000   | 1985 | 13 |
| Gary        | Matthews      | 225000   | 2001 | 9  |
| Gary        | Matthews      | 225000   | 2001 | 5  |
| Mike        | Matthews      | 225000   | 2001 | 1  |
| Don         | Mattingly     | 4420000  | 1995 | 7  |
| Don         | Mattingly     | 4020000  | 1994 | 6  |
| Don         | Mattingly     | 3820000  | 1993 | 17 |
| Don         | Mattingly     | 3620000  | 1992 | 14 |
| Don         | Mattingly     | 3420000  | 1991 | 9  |
| Don         | Mattingly     | 2500000  | 1990 | 5  |
| Don         | Mattingly     | 2200000  | 1989 | 23 |
| Don         | Mattingly     | 2000000  | 1988 | 18 |
| Don         | Mattingly     | 1975000  | 1987 | 30 |
| Don         | Mattingly     | 1375000  | 1986 | 31 |
| Don         | Mattingly     | 455000   | 1985 | 35 |
| Len         | Matuszek      | 265000   | 1987 | 0  |
| Len         | Matuszek      | 220000   | 1986 | 9  |
| Len         | Matuszek      | 185000   | 1985 | 3  |
| Len         | Matuszek      | 185000   | 1985 | 2  |
| Dave        | Maurer        | 202500   | 2001 | 0  |
| Tim         | Mauser        | 145000   | 1994 | 0  |
| Brian       | Maxcy         | 109000   | 1995 | 0  |
| Jason       | Maxwell       | 215000   | 2001 | 1  |
| Jason       | Maxwell       | 202000   | 2000 | 1  |
| Darrell     | May           | 150000   | 1997 | 0  |
| Derrick     | May           | 200000   | 1999 | 4  |
| Derrick     | May           | 250000   | 1998 | 5  |
| Derrick     | May           | 300000   | 1997 | 1  |
| Derrick     | May           | 750000   | 1996 | 5  |
| Derrick     | May           | 358334   | 1995 | 8  |
| Derrick     | May           | 358334   | 1995 | 1  |
| Derrick     | May           | 300000   | 1994 | 8  |
| Derrick     | May           | 212500   | 1993 | 10 |
| Brent       | Mayne         | 2150000  | 2001 | 2  |
| Brent       | Mayne         | 2150000  | 2001 | 0  |
| Brent       | Mayne         | 1750000  | 2000 | 6  |
| Brent       | Mayne         | 750000   | 1999 | 2  |
| Brent       | Mayne         | 700000   | 1998 | 3  |
| Brent       | Mayne         | 225000   | 1997 | 6  |
| Brent       | Mayne         | 725000   | 1996 | 1  |
| Brent       | Mayne         | 675000   | 1995 | 1  |
| Brent       | Mayne         | 500000   | 1994 | 2  |
| Brent       | Mayne         | 225000   | 1993 | 2  |
| Brent       | Mayne         | 170000   | 1992 | 0  |
| Joe         | Mays          | 260000   | 2001 | 0  |
| Joe         | Mays          | 240000   | 2000 | 0  |
| Joe         | Mays          | 200000   | 1999 | 0  |
| Lee         | Mazzilli      | 350000   | 1989 | 4  |
| Lee         | Mazzilli      | 350000   | 1989 | 2  |
| Lee         | Mazzilli      | 350000   | 1988 | 0  |
| Lee         | Mazzilli      | 62500    | 1987 | 3  |
| Lee         | Mazzilli      | 600000   | 1986 | 2  |
| Lee         | Mazzilli      | 60000    | 1986 | 2  |
| Lee         | Mazzilli      | 600000   | 1986 | 1  |
| Lee         | Mazzilli      | 60000    | 1986 | 1  |
| Lee         | Mazzilli      | 600000   | 1985 | 1  |
| Jamie       | McAndrew      | 155000   | 1997 | 0  |
| Jamie       | McAndrew      | 109000   | 1995 | 0  |
| Dave        | McCarty       | 750000   | 2001 | 7  |
| Dave        | McCarty       | 325000   | 2000 | 12 |
| Dave        | McCarty       | 150000   | 1996 | 6  |
| Dave        | McCarty       | 150000   | 1995 | 0  |
| Dave        | McCarty       | 150000   | 1995 | 0  |
| Dave        | McCarty       | 130000   | 1994 | 1  |
| Greg        | McCarthy      | 180000   | 1998 | 0  |
| Greg        | McCarthy      | 151000   | 1997 | 0  |
| Greg        | McCarthy      | 109000   | 1996 | 0  |
| Tom         | McCarthy      | 75000    | 1989 | 0  |
| Kirk        | McCaskill     | 800000   | 1996 | 0  |
| Kirk        | McCaskill     | 940000   | 1995 | 0  |
| Kirk        | McCaskill     | 2133334  | 1994 | 0  |
| Kirk        | McCaskill     | 2533333  | 1993 | 0  |
| Kirk        | McCaskill     | 2333333  | 1992 | 0  |
| Kirk        | McCaskill     | 2100000  | 1991 | 0  |
| Kirk        | McCaskill     | 967500   | 1990 | 0  |
| Kirk        | McCaskill     | 460000   | 1989 | 0  |
| Kirk        | McCaskill     | 262000   | 1988 | 0  |
| Kirk        | McCaskill     | 232000   | 1987 | 0  |
| Kirk        | McCaskill     | 142000   | 1986 | 0  |
| Kirk        | McCaskill     | 60000    | 1985 | 0  |
| Steve       | McCatty       | 520000   | 1985 | 0  |
| Lloyd       | McClendon     | 650000   | 1994 | 4  |
| Lloyd       | McClendon     | 650000   | 1993 | 2  |
| Lloyd       | McClendon     | 525000   | 1992 | 3  |
| Lloyd       | McClendon     | 260000   | 1991 | 7  |
| Lloyd       | McClendon     | 210000   | 1990 | 1  |
| Lloyd       | McClendon     | 210000   | 1990 | 1  |
| Lloyd       | McClendon     | 91000    | 1989 | 12 |
| Lloyd       | McClendon     | 75000    | 1988 | 3  |
| Paul        | McClellan     | 100000   | 1990 | 0  |
| Bob         | McClure       | 200000   | 1993 | 0  |
| Bob         | McClure       | 500000   | 1992 | 0  |
| Bob         | McClure       | 700000   | 1991 | 0  |
| Bob         | McClure       | 700000   | 1991 | 0  |
| Bob         | McClure       | 825000   | 1990 | 0  |
| Bob         | McClure       | 200000   | 1989 | 0  |
| Bob         | McClure       | 500000   | 1988 | 0  |
| Bob         | McClure       | 500000   | 1988 | 0  |
| Bob         | McClure       | 100000   | 1987 | 0  |
| Bob         | McClure       | 487500   | 1986 | 0  |
| Bob         | McClure       | 487500   | 1986 | 0  |
| Bob         | McClure       | 480000   | 1985 | 0  |
| Quinton     | McCracken     | 1850000  | 2000 | 0  |
| Quinton     | McCracken     | 1850000  | 1999 | 1  |
| Quinton     | McCracken     | 270000   | 1998 | 7  |
| Quinton     | McCracken     | 198000   | 1997 | 3  |
| Quinton     | McCracken     | 112000   | 1996 | 3  |
| Quinton     | McCracken     | 109000   | 1995 | 0  |
| Lance       | McCullers     | 650000   | 1990 | 0  |
| Lance       | McCullers     | 650000   | 1990 | 0  |
| Lance       | McCullers     | 460000   | 1989 | 0  |
| Lance       | McCullers     | 190000   | 1988 | 0  |
| Lance       | McCullers     | 125000   | 1987 | 0  |
| Lance       | McCullers     | 72000    | 1986 | 0  |
| Jeff        | McCurry       | 205000   | 1998 | 0  |
| Jeff        | McCurry       | 175000   | 1997 | 0  |
| Jeff        | McCurry       | 109000   | 1995 | 0  |
| Allen       | McDill        | 170000   | 1998 | 0  |
| Ben         | McDonald      | 5000000  | 1997 | 0  |
| Ben         | McDonald      | 2000000  | 1996 | 0  |
| Ben         | McDonald      | 4500000  | 1995 | 0  |
| Ben         | McDonald      | 2675000  | 1994 | 0  |
| Ben         | McDonald      | 1250000  | 1993 | 0  |
| Ben         | McDonald      | 500000   | 1992 | 0  |
| Ben         | McDonald      | 491667   | 1991 | 0  |
| Ben         | McDonald      | 241667   | 1990 | 0  |
| Jason       | McDonald      | 222500   | 1999 | 3  |
| Jason       | McDonald      | 174000   | 1998 | 1  |
| John        | McDonald      | 209000   | 2001 | 0  |
| Jack        | McDowell      | 500000   | 1999 | 0  |
| Jack        | McDowell      | 1500000  | 1998 | 0  |
| Jack        | McDowell      | 4800000  | 1997 | 0  |
| Jack        | McDowell      | 4800000  | 1996 | 0  |
| Jack        | McDowell      | 5400000  | 1995 | 0  |
| Jack        | McDowell      | 5300000  | 1994 | 0  |
| Jack        | McDowell      | 4000000  | 1993 | 0  |
| Jack        | McDowell      | 1600000  | 1992 | 0  |
| Jack        | McDowell      | 175000   | 1991 | 0  |
| Jack        | McDowell      | 62500    | 1988 | 0  |
| Oddibe      | McDowell      | 690000   | 1990 | 7  |
| Oddibe      | McDowell      | 375000   | 1989 | 7  |
| Oddibe      | McDowell      | 375000   | 1989 | 3  |
| Oddibe      | McDowell      | 250000   | 1988 | 6  |
| Oddibe      | McDowell      | 135000   | 1986 | 18 |
| Oddibe      | McDowell      | 60000    | 1985 | 18 |
| Roger       | McDowell      | 750000   | 1996 | 0  |
| Roger       | McDowell      | 575000   | 1995 | 0  |
| Roger       | McDowell      | 300000   | 1995 | 0  |
| Roger       | McDowell      | 1350000  | 1994 | 0  |
| Roger       | McDowell      | 1350000  | 1993 | 0  |
| Roger       | McDowell      | 2200000  | 1992 | 0  |
| Roger       | McDowell      | 2000000  | 1991 | 0  |
| Roger       | McDowell      | 2000000  | 1991 | 0  |
| Roger       | McDowell      | 1400000  | 1990 | 0  |
| Roger       | McDowell      | 762000   | 1989 | 0  |
| Roger       | McDowell      | 762000   | 1989 | 0  |
| Roger       | McDowell      | 615000   | 1988 | 0  |
| Roger       | McDowell      | 305000   | 1987 | 0  |
| Roger       | McDowell      | 185000   | 1986 | 0  |
| Roger       | McDowell      | 60000    | 1985 | 0  |
| Chuck       | McElroy       | 1520000  | 2001 | 0  |
| Chuck       | McElroy       | 1520000  | 2001 | 0  |
| Chuck       | McElroy       | 1450000  | 2000 | 0  |
| Chuck       | McElroy       | 1050000  | 1999 | 0  |
| Chuck       | McElroy       | 1050000  | 1999 | 0  |
| Chuck       | McElroy       | 817000   | 1998 | 0  |
| Chuck       | McElroy       | 817000   | 1997 | 0  |
| Chuck       | McElroy       | 817000   | 1997 | 0  |
| Chuck       | McElroy       | 817000   | 1996 | 0  |
| Chuck       | McElroy       | 817000   | 1996 | 0  |
| Chuck       | McElroy       | 850000   | 1995 | 0  |
| Chuck       | McElroy       | 540000   | 1994 | 0  |
| Chuck       | McElroy       | 312500   | 1993 | 0  |
| Chuck       | McElroy       | 222000   | 1992 | 0  |
| Chuck       | McElroy       | 111000   | 1991 | 0  |
| Chuck       | McElroy       | 105000   | 1990 | 0  |
| Joe         | McEwing       | 252500   | 2001 | 8  |
| Joe         | McEwing       | 200000   | 1999 | 9  |
| Andy        | McGaffigan    | 506000   | 1990 | 0  |
| Andy        | McGaffigan    | 506000   | 1990 | 0  |
| Andy        | McGaffigan    | 632500   | 1989 | 0  |
| Andy        | McGaffigan    | 500000   | 1988 | 0  |
| Andy        | McGaffigan    | 292500   | 1987 | 0  |
| Andy        | McGaffigan    | 180000   | 1986 | 0  |
| Andy        | McGaffigan    | 110000   | 1985 | 0  |
| Willie      | McGee         | 1000000  | 1999 | 0  |
| Willie      | McGee         | 1400000  | 1998 | 3  |
| Willie      | McGee         | 1300000  | 1997 | 3  |
| Willie      | McGee         | 600000   | 1996 | 5  |
| Willie      | McGee         | 300000   | 1995 | 2  |
| Willie      | McGee         | 3562500  | 1994 | 5  |
| Willie      | McGee         | 2312500  | 1993 | 4  |
| Willie      | McGee         | 3562500  | 1992 | 1  |
| Willie      | McGee         | 3562500  | 1991 | 4  |
| Willie      | McGee         | 1500000  | 1990 | 3  |
| Willie      | McGee         | 1500000  | 1990 | 0  |
| Willie      | McGee         | 1400000  | 1989 | 3  |
| Willie      | McGee         | 1200000  | 1988 | 3  |
| Willie      | McGee         | 765000   | 1987 | 11 |
| Willie      | McGee         | 500000   | 1986 | 7  |
| Willie      | McGee         | 475000   | 1985 | 10 |
| Kevin       | McGehee       | 109000   | 1993 | 0  |
| Kevin       | McGlinchy     | 242000   | 2000 | 0  |
| Kevin       | McGlinchy     | 200000   | 1999 | 0  |
| Scott       | McGregor      | 1066171  | 1988 | 0  |
| Scott       | McGregor      | 940016   | 1987 | 0  |
| Scott       | McGregor      | 911051   | 1986 | 0  |
| Scott       | McGregor      | 547143   | 1985 | 0  |
| Fred        | McGriff       | 6500000  | 2001 | 19 |
| Fred        | McGriff       | 6500000  | 2001 | 12 |
| Fred        | McGriff       | 5945818  | 2000 | 27 |
| Fred        | McGriff       | 5250000  | 1999 | 32 |
| Fred        | McGriff       | 5500000  | 1998 | 19 |
| Fred        | McGriff       | 5500000  | 1997 | 22 |
| Fred        | McGriff       | 5050000  | 1996 | 28 |
| Fred        | McGriff       | 4275000  | 1995 | 27 |
| Fred        | McGriff       | 3775000  | 1994 | 34 |
| Fred        | McGriff       | 4300000  | 1993 | 19 |
| Fred        | McGriff       | 4300000  | 1993 | 18 |
| Fred        | McGriff       | 4075000  | 1992 | 35 |
| Fred        | McGriff       | 2750000  | 1991 | 31 |
| Fred        | McGriff       | 1450000  | 1990 | 35 |
| Fred        | McGriff       | 300000   | 1989 | 36 |
| Fred        | McGriff       | 127500   | 1988 | 34 |
| Fred        | McGriff       | 62500    | 1987 | 20 |
| Terry       | McGriff       | 109000   | 1994 | 0  |
| Terry       | McGriff       | 104000   | 1990 | 0  |
| Terry       | McGriff       | 104000   | 1990 | 0  |
| Terry       | McGriff       | 66000    | 1988 | 1  |
| Terry       | McGriff       | 62500    | 1987 | 2  |
| Ryan        | McGuire       | 225000   | 1999 | 2  |
| Ryan        | McGuire       | 185000   | 1998 | 1  |
| Ryan        | McGuire       | 150000   | 1997 | 3  |
| Mark        | McGwire       | 11000000 | 2001 | 29 |
| Mark        | McGwire       | 9333333  | 2000 | 32 |
| Mark        | McGwire       | 9358667  | 1999 | 65 |
| Mark        | McGwire       | 8928354  | 1998 | 70 |
| Mark        | McGwire       | 7150000  | 1997 | 34 |
| Mark        | McGwire       | 7150000  | 1997 | 24 |
| Mark        | McGwire       | 7050000  | 1996 | 52 |
| Mark        | McGwire       | 6925000  | 1995 | 39 |
| Mark        | McGwire       | 3000000  | 1994 | 9  |
| Mark        | McGwire       | 4000000  | 1993 | 9  |
| Mark        | McGwire       | 2700000  | 1992 | 42 |
| Mark        | McGwire       | 2850000  | 1991 | 22 |
| Mark        | McGwire       | 1500000  | 1990 | 39 |
| Mark        | McGwire       | 510500   | 1989 | 33 |
| Mark        | McGwire       | 250000   | 1988 | 32 |
| Mark        | McGwire       | 72500    | 1987 | 49 |
| Mark        | McGwire       | 60000    | 1986 | 3  |
| Tim         | McIntosh      | 120000   | 1993 | 0  |
| Tim         | McIntosh      | 120000   | 1993 | 0  |
| Tim         | McIntosh      | 109000   | 1992 | 0  |
| Tim         | McIntosh      | 100000   | 1990 | 1  |
| Joel        | McKeon        | 675000   | 1987 | 0  |
| Joel        | McKeon        | 60000    | 1986 | 0  |
| Jeff        | McKnight      | 180000   | 1994 | 0  |
| Jeff        | McKnight      | 146000   | 1993 | 2  |
| Mark        | McLemore      | 2000000  | 2001 | 5  |
| Mark        | McLemore      | 2000000  | 2000 | 3  |
| Mark        | McLemore      | 2400000  | 1999 | 6  |
| Mark        | McLemore      | 2300000  | 1998 | 5  |
| Mark        | McLemore      | 1800000  | 1997 | 1  |
| Mark        | McLemore      | 1225000  | 1996 | 5  |
| Mark        | McLemore      | 1213890  | 1995 | 5  |
| Mark        | McLemore      | 1000000  | 1994 | 3  |
| Mark        | McLemore      | 345000   | 1993 | 4  |
| Mark        | McLemore      | 325000   | 1992 | 0  |
| Mark        | McLemore      | 165000   | 1991 | 0  |
| Mark        | McLemore      | 175000   | 1990 | 0  |
| Mark        | McLemore      | 175000   | 1990 | 0  |
| Mark        | McLemore      | 122500   | 1988 | 2  |
| Greg        | McMichael     | 350000   | 2000 | 0  |
| Greg        | McMichael     | 1950000  | 1999 | 0  |
| Greg        | McMichael     | 1950000  | 1999 | 0  |
| Greg        | McMichael     | 1900000  | 1998 | 0  |
| Greg        | McMichael     | 1900000  | 1998 | 0  |
| Greg        | McMichael     | 1900000  | 1998 | 0  |
| Greg        | McMichael     | 1100000  | 1997 | 0  |
| Greg        | McMichael     | 460000   | 1996 | 0  |
| Greg        | McMichael     | 305000   | 1995 | 0  |
| Greg        | McMichael     | 245000   | 1994 | 0  |
| Greg        | McMichael     | 109000   | 1993 | 0  |
| Billy       | McMillon      | 260000   | 2001 | 1  |
| Billy       | McMillon      | 260000   | 2001 | 0  |
| Billy       | McMillon      | 153000   | 1997 | 2  |
| Billy       | McMillon      | 153000   | 1997 | 0  |
| Billy       | McMillon      | 109000   | 1996 | 0  |
| Craig       | McMurtry      | 275000   | 1995 | 0  |
| Craig       | McMurtry      | 275000   | 1989 | 0  |
| Craig       | McMurtry      | 225000   | 1986 | 0  |
| Craig       | McMurtry      | 275000   | 1985 | 0  |
| Brian       | McRae         | 3750000  | 1999 | 8  |
| Brian       | McRae         | 3750000  | 1999 | 3  |
| Brian       | McRae         | 3750000  | 1999 | 1  |
| Brian       | McRae         | 3850000  | 1998 | 21 |
| Brian       | McRae         | 3900000  | 1997 | 6  |
| Brian       | McRae         | 3900000  | 1997 | 5  |
| Brian       | McRae         | 3400000  | 1996 | 17 |
| Brian       | McRae         | 2650000  | 1995 | 12 |
| Brian       | McRae         | 1900000  | 1994 | 4  |
| Brian       | McRae         | 378500   | 1993 | 12 |
| Brian       | McRae         | 275000   | 1992 | 4  |
| Brian       | McRae         | 124000   | 1991 | 8  |
| Brian       | McRae         | 100000   | 1990 | 2  |
| Hal         | McRae         | 650000   | 1986 | 7  |
| Hal         | McRae         | 800000   | 1985 | 14 |
| Kevin       | McReynolds    | 2916667  | 1994 | 4  |
| Kevin       | McReynolds    | 3666667  | 1993 | 11 |
| Kevin       | McReynolds    | 3416667  | 1992 | 13 |
| Kevin       | McReynolds    | 2266667  | 1991 | 16 |
| Kevin       | McReynolds    | 1266667  | 1990 | 24 |
| Kevin       | McReynolds    | 1966666  | 1989 | 22 |
| Kevin       | McReynolds    | 975000   | 1988 | 27 |
| Kevin       | McReynolds    | 625000   | 1987 | 29 |
| Kevin       | McReynolds    | 275000   | 1986 | 26 |
| Kevin       | McReynolds    | 150000   | 1985 | 15 |
| Larry       | McWilliams    | 300000   | 1990 | 0  |
| Larry       | McWilliams    | 68000    | 1989 | 0  |
| Larry       | McWilliams    | 68000    | 1989 | 0  |
| Larry       | McWilliams    | 1080000  | 1986 | 0  |
| Larry       | McWilliams    | 796667   | 1985 | 0  |
| Bob         | Meacham       | 212500   | 1988 | 0  |
| Bob         | Meacham       | 105000   | 1987 | 5  |
| Bob         | Meacham       | 100000   | 1985 | 1  |
| Rusty       | Meacham       | 465000   | 1995 | 0  |
| Rusty       | Meacham       | 220000   | 1993 | 0  |
| Brian       | Meadows       | 1900000  | 2001 | 0  |
| Brian       | Meadows       | 360000   | 2000 | 0  |
| Brian       | Meadows       | 360000   | 2000 | 0  |
| Brian       | Meadows       | 265000   | 1999 | 0  |
| Brian       | Meadows       | 170000   | 1998 | 0  |
| Louie       | Meadows       | 100000   | 1990 | 0  |
| Louie       | Meadows       | 100000   | 1990 | 0  |
| Pat         | Meares        | 3790000  | 2001 | 4  |
| Pat         | Meares        | 3290000  | 2000 | 13 |
| Pat         | Meares        | 1500000  | 1999 | 0  |
| Pat         | Meares        | 2500000  | 1998 | 9  |
| Pat         | Meares        | 1425000  | 1997 | 10 |
| Pat         | Meares        | 275000   | 1996 | 8  |
| Pat         | Meares        | 165000   | 1995 | 12 |
| Pat         | Meares        | 160000   | 1994 | 2  |
| Pat         | Meares        | 109000   | 1993 | 0  |
| Gil         | Meche         | 252500   | 2000 | 0  |
| Gil         | Meche         | 200000   | 1999 | 0  |
| Jim         | Mecir         | 1116667  | 2001 | 0  |
| Jim         | Mecir         | 350000   | 2000 | 0  |
| Jim         | Mecir         | 350000   | 2000 | 0  |
| Jim         | Mecir         | 267500   | 1999 | 0  |
| Jim         | Mecir         | 205000   | 1998 | 0  |
| Rafael      | Medina        | 200000   | 1999 | 0  |
| Rafael      | Medina        | 170000   | 1998 | 0  |
| Scott       | Medvin        | 62500    | 1988 | 0  |
| Miguel      | Mejia         | 109000   | 1996 | 0  |
| Roberto     | Mejia         | 185000   | 1997 | 0  |
| Roberto     | Mejia         | 130000   | 1994 | 4  |
| Francisco   | Melendez      | 70000    | 1988 | 0  |
| Jose        | Melendez      | 235000   | 1993 | 0  |
| Jose        | Melendez      | 150000   | 1992 | 0  |
| Jose        | Melendez      | 100000   | 1991 | 0  |
| Mitch       | Meluskey      | 215000   | 2000 | 14 |
| Mitch       | Meluskey      | 200000   | 1999 | 1  |
| Mitch       | Meluskey      | 170000   | 1998 | 0  |
| Bob         | Melvin        | 725000   | 1993 | 3  |
| Bob         | Melvin        | 900000   | 1992 | 0  |
| Bob         | Melvin        | 650000   | 1991 | 1  |
| Bob         | Melvin        | 350000   | 1990 | 5  |
| Bob         | Melvin        | 230000   | 1989 | 1  |
| Bob         | Melvin        | 145000   | 1988 | 8  |
| Bob         | Melvin        | 90000    | 1987 | 11 |
| Bob         | Melvin        | 75000    | 1986 | 5  |
| Donaldo     | Mendez        | 200000   | 2001 | 1  |
| Ramiro      | Mendoza       | 1600000  | 2001 | 0  |
| Ramiro      | Mendoza       | 1400000  | 2000 | 0  |
| Ramiro      | Mendoza       | 375000   | 1999 | 0  |
| Ramiro      | Mendoza       | 275000   | 1998 | 0  |
| Ramiro      | Mendoza       | 157000   | 1997 | 0  |
| Frank       | Menechino     | 225000   | 2001 | 12 |
| Frank       | Menechino     | 201000   | 2000 | 6  |
| Paul        | Menhart       | 175000   | 1997 | 0  |
| Paul        | Menhart       | 140000   | 1996 | 0  |
| Paul        | Menhart       | 109000   | 1995 | 0  |
| Hector      | Mercado       | 220000   | 2000 | 0  |
| Henry       | Mercedes      | 180000   | 1997 | 0  |
| Henry       | Mercedes      | 149000   | 1995 | 0  |
| Henry       | Mercedes      | 111000   | 1993 | 0  |
| Jose        | Mercedes      | 2750000  | 2001 | 0  |
| Jose        | Mercedes      | 1050000  | 1998 | 0  |
| Jose        | Mercedes      | 153000   | 1997 | 0  |
| Jose        | Mercedes      | 125000   | 1995 | 0  |
| Jose        | Mercedes      | 109000   | 1994 | 0  |
| Luis        | Mercedes      | 120000   | 1993 | 0  |
| Luis        | Mercedes      | 120000   | 1993 | 0  |
| Luis        | Mercedes      | 109000   | 1992 | 0  |
| Orlando     | Merced        | 300000   | 2001 | 6  |
| Orlando     | Merced        | 560000   | 1999 | 8  |
| Orlando     | Merced        | 800000   | 1998 | 5  |
| Orlando     | Merced        | 800000   | 1998 | 1  |
| Orlando     | Merced        | 800000   | 1998 | 0  |
| Orlando     | Merced        | 2700000  | 1997 | 9  |
| Orlando     | Merced        | 2700000  | 1996 | 17 |
| Orlando     | Merced        | 2000000  | 1995 | 15 |
| Orlando     | Merced        | 1485000  | 1994 | 9  |
| Orlando     | Merced        | 305000   | 1993 | 8  |
| Orlando     | Merced        | 150000   | 1992 | 6  |
| Orlando     | Merced        | 100000   | 1990 | 0  |
| Kent        | Mercker       | 850000   | 2000 | 0  |
| Kent        | Mercker       | 2500000  | 1999 | 0  |
| Kent        | Mercker       | 2500000  | 1999 | 0  |
| Kent        | Mercker       | 1300000  | 1998 | 1  |
| Kent        | Mercker       | 1700000  | 1997 | 0  |
| Kent        | Mercker       | 2825000  | 1996 | 0  |
| Kent        | Mercker       | 2825000  | 1996 | 0  |
| Kent        | Mercker       | 2250000  | 1995 | 0  |
| Kent        | Mercker       | 1237500  | 1994 | 0  |
| Kent        | Mercker       | 721250   | 1993 | 0  |
| Kent        | Mercker       | 190000   | 1992 | 0  |
| Kent        | Mercker       | 117000   | 1991 | 0  |
| Kent        | Mercker       | 102000   | 1990 | 0  |
| Lou         | Merloni       | 200000   | 1999 | 1  |
| Lou         | Merloni       | 170000   | 1998 | 1  |
| Matt        | Merullo       | 200000   | 1995 | 1  |
| Matt        | Merullo       | 160000   | 1994 | 0  |
| Matt        | Merullo       | 150000   | 1993 | 0  |
| Matt        | Merullo       | 140000   | 1992 | 0  |
| Jose        | Mesa          | 2900000  | 2001 | 0  |
| Jose        | Mesa          | 3950000  | 2000 | 0  |
| Jose        | Mesa          | 2850000  | 1999 | 0  |
| Jose        | Mesa          | 1700000  | 1998 | 0  |
| Jose        | Mesa          | 1700000  | 1998 | 0  |
| Jose        | Mesa          | 1947223  | 1997 | 0  |
| Jose        | Mesa          | 1872223  | 1996 | 0  |
| Jose        | Mesa          | 1447223  | 1995 | 0  |
| Jose        | Mesa          | 600000   | 1994 | 0  |
| Jose        | Mesa          | 325000   | 1993 | 0  |
| Jose        | Mesa          | 135000   | 1992 | 0  |
